Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,"Manon Peyre, Clara-Sofia Stamminger de Moura",,49erFX,26,aa,40,,173,147,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Moja Maru Scheel, Freya Feilcke",,49erFX,19,aa,43,,188,162,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Annie Wilmot, Laura Harding",,49erFX,21,aa,16,,165,143,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Hanna Wille, Marla Bergmann",,49erFX,16,aa,15,,164,142,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jill Paland, Sophie Steinlein",,49erFX,17,aa,38,,158,132,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Catherine Bartelheimer, Inga-Marie Hofmann",,49erFX,14,aa,35,,142,116,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Aleksandra Melzacka, Sandra Jankowiak",,49erFX,8,aa,26,,110,91,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Giulia Schio, Sofia Giunchiglia",,49erFX,13,aa,22,,185,160,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Cecilia Carranza Saroli, Maria Sol Branz",,49erFX,26,aa,50,,286,260,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Vilma Bobeck, Ebba Berntsson",,49erFX,8,aa,17,,168,146,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Martine Grael, Kahena Kunze",,49erFX,14,aa,3,,138,112,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Sera Nagamatsu, Misaki Tanaka",,49erFX,2,aa,31,,129,109,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Johanne Schmidt, Andrea Schmidt",,49erFX,4,aa,4,,138,114,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Veera Hokka, Ronja Gronblom",,49erFX,23,aa,18,,171,148,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Carlotta Omari, Sveva Carraro",,49erFX,6,aa,12,,142,120,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Elena Barrio Garcia, Alicia Fras Samson",,49erFX,12,aa,39,,159,138,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Stephanie Orton, Megan Brickwood",,49erFX,18,aa,27,,118,95,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Nora Edland, Pia Dahl Andersen",,49erFX,2,aa,10,,148,122,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Paris Henken, Anna Tobias",,49erFX,10,aa,9,,145,119,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Zofia Burska, Sara Tkadlecova",,49erFX,20,aa,46,,198,172,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Mengting Wang, Shasha Chen",,49erFX,13,aa,41,,173,149,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Sena Takano, Anna Yamazaki",,49erFX,3,aa,30,,135,109,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jana Germani, Giorgia Bertuzzi",,49erFX,17,aa,2,,126,102,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Georgia Lewin Lafrance, Antonia Lewin Lafrance",,49erFX,20,aa,20,,180,154,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Josephine Frederiksen, Laura Zeeberg",,49erFX,6,aa,42,,186,160,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Evie Haseldine, Olivia Price",,49erFX,22,aa,11,,137,114,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Alex Maloney, Olivia Hobbs",,49erFX,9,aa,29,,123,100,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Mihaela Zjena de Micheli Vitturi, Marija Andela de Micheli Vitturi",,49erFX,25,aa,25,,208,183,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Anouk Geurts, Isaura Maenhaut",,49erFX,5,aa,6,,137,116,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Carolina Horlbeck, Charlotte Henkel",,49erFX,11,aa,24,,197,172,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Maggie Shea, Stephanie Roble",,49erFX,12,aa,8,,136,118,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Tess Lloyd, Dervla Duggan",,49erFX,15,aa,28,,118,97,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Silvia Speri, Alexandra Stalder",,49erFX,9,aa,21,,184,158,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Patricia Suarez, Maria Cantero Izquierdo",,49erFX,4,aa,36,,146,120,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Albane Dubois, Mathilde Lovadina",,49erFX,5,aa,33,,138,112,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Charline Picon, Sarah Steyaert",,49erFX,19,aa,14,,168,142,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Lara Granier, Amelie Riou",,49erFX,7,aa,19,,177,151,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Elena Stoltze, Katharina Schwachhofer",,49erFX,7,aa,37,,157,131,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Yingqian WANG, XiaoYa Su",,49erFX,11,aa,44,,188,162,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Annette Duetz, Odile van Aanholt",,49erFX,3,aa,1,,59,50,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Mariah Millen, Alexandra Ten Hove",,49erFX,15,aa,13,,163,137,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Emilie Bouchet, Julia Cardoso Ollivier",,49erFX,22,aa,48,,218,192,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Antonia Schultheis, Victoria Schultheis",,49erFX,1,aa,32,,138,112,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Yuri Saito, Saki Matsunae",,49erFX,23,aa,47,,212,187,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Freya Black, Saskia Tidey",,49erFX,18,aa,23,,191,165,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Marie Roenningen, Helene Naess",,49erFX,1,aa,7,,136,117,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Mengyuan Shan, Xiaoyu Hu",,49erFX,24,aa,5,,140,116,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Manon Peyre, Clara-Sofia Stamminger de Moura",,49erFX,26,aa,40,,173,147,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Courtney Reynolds- Smith, Brianna Reynolds-Smith",,49erFX,16,aa,45,,195,169,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Helen Pais, Helen Ausman",,49erFX,21,aa,49,,224,199,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Molly Meech, Jo Aleh",,49erFX,10,aa,34,,139,115,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Johanne Schmidt, Andrea Schmidt",,49erFX,13,aa,4,,138,114,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Alex Maloney, Olivia Hobbs",,49erFX,23,aa,29,,123,100,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Stephanie Orton, Megan Brickwood",,49erFX,15,aa,27,,118,95,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Martine Grael, Kahena Kunze",,49erFX,10,aa,3,,138,112,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Silvia Speri, Alexandra Stalder",,49erFX,14,aa,21,,184,158,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Courtney Reynolds- Smith, Brianna Reynolds-Smith",,49erFX,16,aa,45,,195,169,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Paris Henken, Anna Tobias",,49erFX,3,aa,9,,145,119,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Sena Takano, Anna Yamazaki",,49erFX,19,aa,30,,135,109,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Josephine Frederiksen, Laura Zeeberg",,49erFX,21,aa,42,,186,160,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Georgia Lewin Lafrance, Antonia Lewin Lafrance",,49erFX,5,aa,20,,180,154,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Annette Duetz, Odile van Aanholt",,49erFX,2,aa,1,,59,50,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Anouk Geurts, Isaura Maenhaut",,49erFX,4,aa,6,,137,116,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Yuri Saito, Saki Matsunae",,49erFX,22,aa,47,,212,187,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Marie Roenningen, Helene Naess",,49erFX,10,aa,7,,136,117,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Elena Barrio Garcia, Alicia Fras Samson",,49erFX,17,aa,39,,159,138,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Helen Pais, Helen Ausman",,49erFX,25,aa,49,,224,199,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Patricia Suarez, Maria Cantero Izquierdo",,49erFX,18,aa,36,,146,120,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Elena Stoltze, Katharina Schwachhofer",,49erFX,12,aa,37,,157,131,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Zofia Burska, Sara Tkadlecova",,49erFX,21,aa,46,,198,172,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Hanna Wille, Marla Bergmann",,49erFX,22,aa,15,,164,142,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Molly Meech, Jo Aleh",,49erFX,11,aa,34,,139,115,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Tess Lloyd, Dervla Duggan",,49erFX,8,aa,28,,118,97,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Vilma Bobeck, Ebba Berntsson",,49erFX,9,aa,17,,168,146,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Charline Picon, Sarah Steyaert",,49erFX,14,aa,14,,168,142,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Sera Nagamatsu, Misaki Tanaka",,49erFX,6,aa,31,,129,109,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Freya Black, Saskia Tidey",,49erFX,7,aa,23,,191,165,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Evie Haseldine, Olivia Price",,49erFX,9,aa,11,,137,114,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Annie Wilmot, Laura Harding",,49erFX,1,aa,16,,165,143,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Cecilia Carranza Saroli, Maria Sol Branz",,49erFX,26,aa,50,,286,260,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Albane Dubois, Mathilde Lovadina",,49erFX,17,aa,33,,138,112,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Moja Maru Scheel, Freya Feilcke",,49erFX,15,aa,43,,188,162,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Mengyuan Shan, Xiaoyu Hu",,49erFX,6,aa,5,,140,116,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Yingqian WANG, XiaoYa Su",,49erFX,19,aa,44,,188,162,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Nora Edland, Pia Dahl Andersen",,49erFX,1,aa,10,,148,122,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Mariah Millen, Alexandra Ten Hove",,49erFX,5,aa,13,,163,137,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Antonia Schultheis, Victoria Schultheis",,49erFX,26,aa,32,,138,112,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Jill Paland, Sophie Steinlein",,49erFX,20,aa,38,,158,132,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Carolina Horlbeck, Charlotte Henkel",,49erFX,18,aa,24,,197,172,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Aleksandra Melzacka, Sandra Jankowiak",,49erFX,8,aa,26,,110,91,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Manon Peyre, Clara-Sofia Stamminger de Moura",,49erFX,4,aa,40,,173,147,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Emilie Bouchet, Julia Cardoso Ollivier",,49erFX,11,aa,48,,218,192,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Carlotta Omari, Sveva Carraro",,49erFX,7,aa,12,,142,120,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Mihaela Zjena de Micheli Vitturi, Marija Andela de Micheli Vitturi",,49erFX,24,aa,25,,208,183,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Giulia Schio, Sofia Giunchiglia",,49erFX,16,aa,22,,185,160,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Jana Germani, Giorgia Bertuzzi",,49erFX,3,aa,2,,126,102,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Veera Hokka, Ronja Gronblom",,49erFX,13,aa,18,,171,148,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Mengting Wang, Shasha Chen",,49erFX,20,aa,41,,173,149,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Lara Granier, Amelie Riou",,49erFX,2,aa,19,,177,151,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Maggie Shea, Stephanie Roble",,49erFX,12,aa,8,,136,118,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Catherine Bartelheimer, Inga-Marie Hofmann",,49erFX,26,aa,35,,142,116,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Jill Paland, Sophie Steinlein",,49erFX,5,aa,38,,158,132,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Manon Peyre, Clara-Sofia Stamminger de Moura",,49erFX,11,aa,40,,173,147,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Mengting Wang, Shasha Chen",,49erFX,2,aa,41,,173,149,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Josephine Frederiksen, Laura Zeeberg",,49erFX,20,aa,42,,186,160,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Giulia Schio, Sofia Giunchiglia",,49erFX,10,aa,22,,185,160,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Moja Maru Scheel, Freya Feilcke",,49erFX,19,aa,43,,188,162,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Georgia Lewin Lafrance, Antonia Lewin Lafrance",,49erFX,14,aa,20,,180,154,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Elena Barrio Garcia, Alicia Fras Samson",,49erFX,12,aa,39,,159,138,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Paris Henken, Anna Tobias",,49erFX,16,aa,9,,145,119,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Hanna Wille, Marla Bergmann",,49erFX,11,aa,15,,164,142,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Anouk Geurts, Isaura Maenhaut",,49erFX,20,aa,6,,137,116,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Alex Maloney, Olivia Hobbs",,49erFX,7,aa,29,,123,100,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Vilma Bobeck, Ebba Berntsson",,49erFX,1,aa,17,,168,146,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Freya Black, Saskia Tidey",,49erFX,21,aa,23,,191,165,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Johanne Schmidt, Andrea Schmidt",,49erFX,5,aa,4,,138,114,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Albane Dubois, Mathilde Lovadina",,49erFX,4,aa,33,,138,112,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Sena Takano, Anna Yamazaki",,49erFX,3,aa,30,,135,109,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Molly Meech, Jo Aleh",,49erFX,1,aa,34,,139,115,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Aleksandra Melzacka, Sandra Jankowiak",,49erFX,6,aa,26,,110,91,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Mengyuan Shan, Xiaoyu Hu",,49erFX,3,aa,5,,140,116,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Courtney Reynolds- Smith, Brianna Reynolds-Smith",,49erFX,18,aa,45,,195,169,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Annette Duetz, Odile van Aanholt",,49erFX,2,aa,1,,59,50,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Carlotta Omari, Sveva Carraro",,49erFX,4,aa,12,,142,120,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Emilie Bouchet, Julia Cardoso Ollivier",,49erFX,24,aa,48,,218,192,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Charline Picon, Sarah Steyaert",,49erFX,15,aa,14,,168,142,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Yingqian WANG, XiaoYa Su",,49erFX,8,aa,44,,188,162,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Catherine Bartelheimer, Inga-Marie Hofmann",,49erFX,22,aa,35,,142,116,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Yuri Saito, Saki Matsunae",,49erFX,15,aa,47,,212,187,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Evie Haseldine, Olivia Price",,49erFX,12,aa,11,,137,114,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Cecilia Carranza Saroli, Maria Sol Branz",,49erFX,26,aa,50,,286,260,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Nora Edland, Pia Dahl Andersen",,49erFX,7,aa,10,,148,122,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Stephanie Orton, Megan Brickwood",,49erFX,10,aa,27,,118,95,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Zofia Burska, Sara Tkadlecova",,49erFX,21,aa,46,,198,172,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Mariah Millen, Alexandra Ten Hove",,49erFX,26,aa,13,,163,137,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Tess Lloyd, Dervla Duggan",,49erFX,9,aa,28,,118,97,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Patricia Suarez, Maria Cantero Izquierdo",,49erFX,14,aa,36,,146,120,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Sera Nagamatsu, Misaki Tanaka",,49erFX,16,aa,31,,129,109,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Annie Wilmot, Laura Harding",,49erFX,8,aa,16,,165,143,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Marie Roenningen, Helene Naess",,49erFX,13,aa,7,,136,117,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Silvia Speri, Alexandra Stalder",,49erFX,19,aa,21,,184,158,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Veera Hokka, Ronja Gronblom",,49erFX,18,aa,18,,171,148,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Elena Stoltze, Katharina Schwachhofer",,49erFX,17,aa,37,,157,131,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Lara Granier, Amelie Riou",,49erFX,9,aa,19,,177,151,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Antonia Schultheis, Victoria Schultheis",,49erFX,13,aa,32,,138,112,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Helen Pais, Helen Ausman",,49erFX,23,aa,49,,224,199,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Carolina Horlbeck, Charlotte Henkel",,49erFX,22,aa,24,,197,172,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Jana Germani, Giorgia Bertuzzi",,49erFX,24,aa,2,,126,102,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Mihaela Zjena de Micheli Vitturi, Marija Andela de Micheli Vitturi",,49erFX,23,aa,25,,208,183,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Maggie Shea, Stephanie Roble",,49erFX,6,aa,8,,136,118,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Martine Grael, Kahena Kunze",,49erFX,17,aa,3,,138,112,Semaine Olympique Francaise De Voile 2023,10F,0
,,"Martine Grael, Kahena Kunze",,49erFX,11,aa,3,,138,112,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Sena Takano, Anna Yamazaki",,49erFX,14,aa,30,,135,109,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Jill Paland, Sophie Steinlein",,49erFX,6,aa,38,,158,132,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Hanna Wille, Marla Bergmann",,49erFX,12,aa,15,,164,142,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Sera Nagamatsu, Misaki Tanaka",,49erFX,20,aa,31,,129,109,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Charline Picon, Sarah Steyaert",,49erFX,17,aa,14,,168,142,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Veera Hokka, Ronja Gronblom",,49erFX,4,aa,18,,171,148,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Nora Edland, Pia Dahl Andersen",,49erFX,2,aa,10,,148,122,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Annette Duetz, Odile van Aanholt",,49erFX,2,aa,1,,59,50,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Cecilia Carranza Saroli, Maria Sol Branz",,49erFX,26,aa,50,,286,260,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Paris Henken, Anna Tobias",,49erFX,23,aa,9,,145,119,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Antonia Schultheis, Victoria Schultheis",,49erFX,26,aa,32,,138,112,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Freya Black, Saskia Tidey",,49erFX,7,aa,23,,191,165,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Mihaela Zjena de Micheli Vitturi, Marija Andela de Micheli Vitturi",,49erFX,6,aa,25,,208,183,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Annie Wilmot, Laura Harding",,49erFX,1,aa,16,,165,143,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Silvia Speri, Alexandra Stalder",,49erFX,12,aa,21,,184,158,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Moja Maru Scheel, Freya Feilcke",,49erFX,14,aa,43,,188,162,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Josephine Frederiksen, Laura Zeeberg",,49erFX,26,aa,42,,186,160,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Albane Dubois, Mathilde Lovadina",,49erFX,15,aa,33,,138,112,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Elena Stoltze, Katharina Schwachhofer",,49erFX,16,aa,37,,157,131,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Mariah Millen, Alexandra Ten Hove",,49erFX,8,aa,13,,163,137,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Carlotta Omari, Sveva Carraro",,49erFX,10,aa,12,,142,120,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Marie Roenningen, Helene Naess",,49erFX,13,aa,7,,136,117,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Emilie Bouchet, Julia Cardoso Ollivier",,49erFX,26,aa,48,,218,192,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Alex Maloney, Olivia Hobbs",,49erFX,11,aa,29,,123,100,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Manon Peyre, Clara-Sofia Stamminger de Moura",,49erFX,21,aa,40,,173,147,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Patricia Suarez, Maria Cantero Izquierdo",,49erFX,8,aa,36,,146,120,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Tess Lloyd, Dervla Duggan",,49erFX,16,aa,28,,118,97,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Anouk Geurts, Isaura Maenhaut",,49erFX,21,aa,6,,137,116,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Molly Meech, Jo Aleh",,49erFX,13,aa,34,,139,115,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Evie Haseldine, Olivia Price",,49erFX,3,aa,11,,137,114,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Johanne Schmidt, Andrea Schmidt",,49erFX,7,aa,4,,138,114,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Aleksandra Melzacka, Sandra Jankowiak",,49erFX,19,aa,26,,110,91,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Yingqian WANG, XiaoYa Su",,49erFX,9,aa,44,,188,162,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Helen Pais, Helen Ausman",,49erFX,20,aa,49,,224,199,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Elena Barrio Garcia, Alicia Fras Samson",,49erFX,18,aa,39,,159,138,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Yuri Saito, Saki Matsunae",,49erFX,22,aa,47,,212,187,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Mengyuan Shan, Xiaoyu Hu",,49erFX,5,aa,5,,140,116,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Jana Germani, Giorgia Bertuzzi",,49erFX,1,aa,2,,126,102,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Maggie Shea, Stephanie Roble",,49erFX,3,aa,8,,136,118,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Georgia Lewin Lafrance, Antonia Lewin Lafrance",,49erFX,10,aa,20,,180,154,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Lara Granier, Amelie Riou",,49erFX,18,aa,19,,177,151,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Mengting Wang, Shasha Chen",,49erFX,24,aa,41,,173,149,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Vilma Bobeck, Ebba Berntsson",,49erFX,19,aa,17,,168,146,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Zofia Burska, Sara Tkadlecova",,49erFX,9,aa,46,,198,172,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Courtney Reynolds- Smith, Brianna Reynolds-Smith",,49erFX,22,aa,45,,195,169,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Catherine Bartelheimer, Inga-Marie Hofmann",,49erFX,17,aa,35,,142,116,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Stephanie Orton, Megan Brickwood",,49erFX,5,aa,27,,118,95,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Carolina Horlbeck, Charlotte Henkel",,49erFX,15,aa,24,,197,172,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Giulia Schio, Sofia Giunchiglia",,49erFX,4,aa,22,,185,160,Semaine Olympique Francaise De Voile 2023,1Q,0
,,"Annie Wilmot, Laura Harding",,49erFX,4,aa,16,,165,143,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Georgia Lewin Lafrance, Antonia Lewin Lafrance",,49erFX,12,aa,20,,180,154,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Mengyuan Shan, Xiaoyu Hu",,49erFX,19,aa,5,,140,116,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Mariah Millen, Alexandra Ten Hove",,49erFX,1,aa,13,,163,137,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Antonia Schultheis, Victoria Schultheis",,49erFX,26,aa,32,,138,112,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Martine Grael, Kahena Kunze",,49erFX,26,aa,3,,138,112,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Carlotta Omari, Sveva Carraro",,49erFX,3,aa,12,,142,120,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Helen Pais, Helen Ausman",,49erFX,13,aa,49,,224,199,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Molly Meech, Jo Aleh",,49erFX,14,aa,34,,139,115,Semaine Olympique Francaise De Voile 2023,2Q,0
