Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,"Tim Mourniac, Lou Berthomieu",,Nacra 17,21,aa,6,,115,93,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Rigaud Camille, Ambre Sebrechts",,Nacra 17,16,aa,42,,179,155,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Bart Kooijman, Jella Rike Spijkervet",,Nacra 17,6,aa,39,,154,130,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Hanna Jonsson, Emil Jarudd",,Nacra 17,8,aa,29,,111,87,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Kwinten Borghijs, Lieselotte Borghijs",,Nacra 17,21,aa,41,,172,151,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Lisa Darmanin, Jason Waterhouse",,Nacra 17,12,aa,8,,114,95,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Eugenia Bosco, Mateo Majdalani",,Nacra 17,11,aa,2,,83,70,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Elettra  Orsolini, Arto Hirsch",,Nacra 17,22,aa,37,,149,125,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Rita Booth Ferrando, Ruben Booth",,Nacra 17,3,aa,13,,134,110,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Santiago Raul Lange, Victoria Travascio",,Nacra 17,16,aa,16,,148,124,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Akseli Keskinen, Sinem Kurtbay",,Nacra 17,9,aa,4,,102,81,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Bora Kozanoglu, Alican Kaynar",,Nacra 17,7,aa,31,,121,100,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Elena Benhayoun, Clement Martineau",,Nacra 17,10,aa,35,,146,122,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Estela Luna Jentsch Steimer, Caspar Lenz Anderson",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Noa Ancian, Billy Besson",,Nacra 17,11,aa,14,,132,115,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Denise Lim, Justin Liu",,Nacra 17,18,aa,21,,173,150,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Zoe Coers , Leonard Beyer",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Brin Liddell, Rhiannan Brown",,Nacra 17,9,aa,19,,161,137,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Anja Camusso, Andrea Aschieri",,Nacra 17,5,aa,15,,139,119,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Alica Stuhlemmer, Paul Kohlhoff",,Nacra 17,17,aa,25,,85,64,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Matthaus Zoechling, Laura Farese",,Nacra 17,4,aa,20,,168,144,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Marion Declef, Manolo Geslin Grimaud",,Nacra 17,19,aa,36,,148,124,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Lukas Haberl, Tanja Frank",,Nacra 17,3,aa,12,,124,105,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Arthur de Jonghe, Janne Ravelingien",,Nacra 17,14,aa,44,,190,166,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Wouter van Rooijen, Puck van der Veen",,Nacra 17,10,aa,34,,133,115,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Marcus Dackhammar, Ida Svensson",,Nacra 17,13,aa,32,,129,105,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Marina Arndt, Joao Siemsen",,Nacra 17,19,aa,26,,86,67,Semaine Olympique Francaise De Voile 2023,4Q,0
,,"Tim Mourniac, Lou Berthomieu",,Nacra 17,5,aa,6,,115,93,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Marina Arndt, Joao Siemsen",,Nacra 17,1,aa,26,,86,67,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Santiago Raul Lange, Victoria Travascio",,Nacra 17,21,aa,16,,148,124,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Zoe Coers , Leonard Beyer",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Rigaud Camille, Ambre Sebrechts",,Nacra 17,24,aa,42,,179,155,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Erica Dawson, Micah Wilkinson",,Nacra 17,7,aa,10,,134,117,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Marion Declef, Manolo Geslin Grimaud",,Nacra 17,9,aa,36,,148,124,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Hanna Jonsson, Emil Jarudd",,Nacra 17,24,aa,29,,111,87,Semaine Olympique Francaise De Voile 2023,6F,0
,,"John Gimson, Anna Burnet",,Nacra 17,1,aa,1,,39,32,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Bart Kooijman, Jella Rike Spijkervet",,Nacra 17,14,aa,39,,154,130,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Laila van der Meer, Bjarne Bouwer",,Nacra 17,10,aa,9,,118,104,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Eugenia Bosco, Mateo Majdalani",,Nacra 17,3,aa,2,,83,70,Semaine Olympique Francaise De Voile 2023,6F,0
,,"THOMAS PROUST, Eloïse Clabon",,Nacra 17,12,aa,38,,146,126,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Anja Camusso, Andrea Aschieri",,Nacra 17,9,aa,15,,139,119,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Yuki Watanabe, Minori Ueda",,Nacra 17,16,aa,43,,182,158,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Lisa Darmanin, Jason Waterhouse",,Nacra 17,8,aa,8,,114,95,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Maellle Frascari, Vittorio Bissaro",,Nacra 17,13,aa,5,,110,86,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Brin Liddell, Rhiannan Brown",,Nacra 17,16,aa,19,,161,137,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Axel Grandjean, Noemie Fehlmann",,Nacra 17,8,aa,33,,134,110,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Akseli Keskinen, Sinem Kurtbay",,Nacra 17,6,aa,4,,102,81,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Lucas Claeyssens, Mira Vanroose",,Nacra 17,23,aa,23,,207,183,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Sarah Newberry Moore, David Liebenberg",,Nacra 17,2,aa,7,,108,93,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Elettra  Orsolini, Arto Hirsch",,Nacra 17,4,aa,37,,149,125,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Denise Lim, Justin Liu",,Nacra 17,17,aa,21,,173,150,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Marcus Dackhammar, Ida Svensson",,Nacra 17,5,aa,32,,129,105,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Andres Barrio Garcia, Tara Pacheco van Rijnsoever",,Nacra 17,18,aa,18,,159,135,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Elena Benhayoun, Clement Martineau",,Nacra 17,24,aa,35,,146,122,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Myrto Papadopoulou, Iordanis Paschalidis",,Nacra 17,22,aa,17,,149,127,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Gianluigi Ugolini, Maria Giubilei",,Nacra 17,15,aa,3,,97,77,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Mathias Bruun Borreskov, Natacha Violet Saouma-Pedersen",,Nacra 17,24,aa,28,,104,80,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Noa Ancian, Billy Besson",,Nacra 17,4,aa,14,,132,115,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Caterina Banti, Ruggero Tita",,Nacra 17,14,aa,11,,127,103,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Estela Luna Jentsch Steimer, Caspar Lenz Anderson",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Wouter van Rooijen, Puck van der Veen",,Nacra 17,11,aa,34,,133,115,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Lukas Haberl, Tanja Frank",,Nacra 17,12,aa,12,,124,105,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Alica Stuhlemmer, Paul Kohlhoff",,Nacra 17,6,aa,25,,85,64,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Matthaus Zoechling, Laura Farese",,Nacra 17,11,aa,20,,168,144,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Rita Booth Ferrando, Ruben Booth",,Nacra 17,19,aa,13,,134,110,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Bora Kozanoglu, Alican Kaynar",,Nacra 17,13,aa,31,,121,100,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Sarah Hoffman, Archie Gargett",,Nacra 17,10,aa,30,,106,91,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Arthur de Jonghe, Janne Ravelingien",,Nacra 17,15,aa,44,,190,166,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Lucy Copeland, Jake Liddell",,Nacra 17,20,aa,22,,176,152,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Ramya Saravanan, Doiphode Siddheshwar",,Nacra 17,3,aa,40,,163,139,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Stefano Dezulian, Margherita Porro",,Nacra 17,2,aa,24,,74,57,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Margaux Billy, Noah Chauvin",,Nacra 17,7,aa,27,,102,78,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Kwinten Borghijs, Lieselotte Borghijs",,Nacra 17,17,aa,41,,172,151,Semaine Olympique Francaise De Voile 2023,6F,0
,,"Marion Declef, Manolo Geslin Grimaud",,Nacra 17,9,aa,36,,148,124,Semaine Olympique Francaise De Voile 2023,8F,0
,,"John Gimson, Anna Burnet",,Nacra 17,1,aa,1,,39,32,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Wouter van Rooijen, Puck van der Veen",,Nacra 17,15,aa,34,,133,115,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Noa Ancian, Billy Besson",,Nacra 17,17,aa,14,,132,115,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Bart Kooijman, Jella Rike Spijkervet",,Nacra 17,24,aa,39,,154,130,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Lucas Claeyssens, Mira Vanroose",,Nacra 17,18,aa,23,,207,183,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Kwinten Borghijs, Lieselotte Borghijs",,Nacra 17,18,aa,41,,172,151,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Erica Dawson, Micah Wilkinson",,Nacra 17,16,aa,10,,134,117,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Rita Booth Ferrando, Ruben Booth",,Nacra 17,10,aa,13,,134,110,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Laila van der Meer, Bjarne Bouwer",,Nacra 17,14,aa,9,,118,104,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Denise Lim, Justin Liu",,Nacra 17,15,aa,21,,173,150,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Anja Camusso, Andrea Aschieri",,Nacra 17,5,aa,15,,139,119,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Lukas Haberl, Tanja Frank",,Nacra 17,19,aa,12,,124,105,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Bora Kozanoglu, Alican Kaynar",,Nacra 17,10,aa,31,,121,100,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Axel Grandjean, Noemie Fehlmann",,Nacra 17,11,aa,33,,134,110,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Maellle Frascari, Vittorio Bissaro",,Nacra 17,8,aa,5,,110,86,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Elena Benhayoun, Clement Martineau",,Nacra 17,8,aa,35,,146,122,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Sarah Newberry Moore, David Liebenberg",,Nacra 17,7,aa,7,,108,93,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Sarah Hoffman, Archie Gargett",,Nacra 17,5,aa,30,,106,91,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Stefano Dezulian, Margherita Porro",,Nacra 17,7,aa,24,,74,57,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Eugenia Bosco, Mateo Majdalani",,Nacra 17,11,aa,2,,83,70,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Matthaus Zoechling, Laura Farese",,Nacra 17,9,aa,20,,168,144,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Akseli Keskinen, Sinem Kurtbay",,Nacra 17,2,aa,4,,102,81,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Ramya Saravanan, Doiphode Siddheshwar",,Nacra 17,13,aa,40,,163,139,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Estela Luna Jentsch Steimer, Caspar Lenz Anderson",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Andres Barrio Garcia, Tara Pacheco van Rijnsoever",,Nacra 17,13,aa,18,,159,135,Semaine Olympique Francaise De Voile 2023,8F,0
,,"THOMAS PROUST, Eloïse Clabon",,Nacra 17,12,aa,38,,146,126,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Hanna Jonsson, Emil Jarudd",,Nacra 17,4,aa,29,,111,87,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Santiago Raul Lange, Victoria Travascio",,Nacra 17,21,aa,16,,148,124,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Arthur de Jonghe, Janne Ravelingien",,Nacra 17,19,aa,44,,190,166,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Caterina Banti, Ruggero Tita",,Nacra 17,24,aa,11,,127,103,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Myrto Papadopoulou, Iordanis Paschalidis",,Nacra 17,3,aa,17,,149,127,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Lisa Darmanin, Jason Waterhouse",,Nacra 17,6,aa,8,,114,95,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Marina Arndt, Joao Siemsen",,Nacra 17,3,aa,26,,86,67,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Alica Stuhlemmer, Paul Kohlhoff",,Nacra 17,1,aa,25,,85,64,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Yuki Watanabe, Minori Ueda",,Nacra 17,14,aa,43,,182,158,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Elettra  Orsolini, Arto Hirsch",,Nacra 17,24,aa,37,,149,125,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Gianluigi Ugolini, Maria Giubilei",,Nacra 17,4,aa,3,,97,77,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Tim Mourniac, Lou Berthomieu",,Nacra 17,22,aa,6,,115,93,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Margaux Billy, Noah Chauvin",,Nacra 17,2,aa,27,,102,78,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Brin Liddell, Rhiannan Brown",,Nacra 17,12,aa,19,,161,137,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Zoe Coers , Leonard Beyer",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Rigaud Camille, Ambre Sebrechts",,Nacra 17,17,aa,42,,179,155,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Lucy Copeland, Jake Liddell",,Nacra 17,20,aa,22,,176,152,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Mathias Bruun Borreskov, Natacha Violet Saouma-Pedersen",,Nacra 17,6,aa,28,,104,80,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Marcus Dackhammar, Ida Svensson",,Nacra 17,16,aa,32,,129,105,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Andres Barrio Garcia, Tara Pacheco van Rijnsoever",,Nacra 17,4,aa,18,,159,135,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Marina Arndt, Joao Siemsen",,Nacra 17,4,aa,26,,86,67,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Rigaud Camille, Ambre Sebrechts",,Nacra 17,21,aa,42,,179,155,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Hanna Jonsson, Emil Jarudd",,Nacra 17,3,aa,29,,111,87,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Yuki Watanabe, Minori Ueda",,Nacra 17,18,aa,43,,182,158,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Lucy Copeland, Jake Liddell",,Nacra 17,6,aa,22,,176,152,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Laila van der Meer, Bjarne Bouwer",,Nacra 17,8,aa,9,,118,104,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Alica Stuhlemmer, Paul Kohlhoff",,Nacra 17,21,aa,25,,85,64,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Brin Liddell, Rhiannan Brown",,Nacra 17,3,aa,19,,161,137,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Zoe Coers , Leonard Beyer",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Erica Dawson, Micah Wilkinson",,Nacra 17,11,aa,10,,134,117,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Tim Mourniac, Lou Berthomieu",,Nacra 17,5,aa,6,,115,93,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Rita Booth Ferrando, Ruben Booth",,Nacra 17,8,aa,13,,134,110,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Marion Declef, Manolo Geslin Grimaud",,Nacra 17,22,aa,36,,148,124,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Lisa Darmanin, Jason Waterhouse",,Nacra 17,6,aa,8,,114,95,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Elettra  Orsolini, Arto Hirsch",,Nacra 17,10,aa,37,,149,125,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Lukas Haberl, Tanja Frank",,Nacra 17,2,aa,12,,124,105,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Arthur de Jonghe, Janne Ravelingien",,Nacra 17,22,aa,44,,190,166,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Elena Benhayoun, Clement Martineau",,Nacra 17,15,aa,35,,146,122,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Noa Ancian, Billy Besson",,Nacra 17,13,aa,14,,132,115,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Ramya Saravanan, Doiphode Siddheshwar",,Nacra 17,18,aa,40,,163,139,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Wouter van Rooijen, Puck van der Veen",,Nacra 17,14,aa,34,,133,115,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Maellle Frascari, Vittorio Bissaro",,Nacra 17,2,aa,5,,110,86,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Stefano Dezulian, Margherita Porro",,Nacra 17,17,aa,24,,74,57,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Bora Kozanoglu, Alican Kaynar",,Nacra 17,17,aa,31,,121,100,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Mathias Bruun Borreskov, Natacha Violet Saouma-Pedersen",,Nacra 17,14,aa,28,,104,80,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Margaux Billy, Noah Chauvin",,Nacra 17,9,aa,27,,102,78,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"THOMAS PROUST, Eloïse Clabon",,Nacra 17,19,aa,38,,146,126,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"John Gimson, Anna Burnet",,Nacra 17,7,aa,1,,39,32,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Lucas Claeyssens, Mira Vanroose",,Nacra 17,20,aa,23,,207,183,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Bart Kooijman, Jella Rike Spijkervet",,Nacra 17,12,aa,39,,154,130,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Kwinten Borghijs, Lieselotte Borghijs",,Nacra 17,19,aa,41,,172,151,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Sarah Hoffman, Archie Gargett",,Nacra 17,10,aa,30,,106,91,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Akseli Keskinen, Sinem Kurtbay",,Nacra 17,12,aa,4,,102,81,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Gianluigi Ugolini, Maria Giubilei",,Nacra 17,1,aa,3,,97,77,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Myrto Papadopoulou, Iordanis Paschalidis",,Nacra 17,20,aa,17,,149,127,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Santiago Raul Lange, Victoria Travascio",,Nacra 17,1,aa,16,,148,124,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Axel Grandjean, Noemie Fehlmann",,Nacra 17,15,aa,33,,134,110,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Marcus Dackhammar, Ida Svensson",,Nacra 17,16,aa,32,,129,105,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Denise Lim, Justin Liu",,Nacra 17,11,aa,21,,173,150,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Anja Camusso, Andrea Aschieri",,Nacra 17,16,aa,15,,139,119,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Matthaus Zoechling, Laura Farese",,Nacra 17,9,aa,20,,168,144,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Estela Luna Jentsch Steimer, Caspar Lenz Anderson",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Caterina Banti, Ruggero Tita",,Nacra 17,13,aa,11,,127,103,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Eugenia Bosco, Mateo Majdalani",,Nacra 17,5,aa,2,,83,70,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Sarah Newberry Moore, David Liebenberg",,Nacra 17,7,aa,7,,108,93,Semaine Olympique Francaise De Voile 2023,5Q,0
,,"Lucas Claeyssens, Mira Vanroose",,Nacra 17,18,aa,23,,207,183,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Andres Barrio Garcia, Tara Pacheco van Rijnsoever",,Nacra 17,4,aa,18,,159,135,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Estela Luna Jentsch Steimer, Caspar Lenz Anderson",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Laila van der Meer, Bjarne Bouwer",,Nacra 17,5,aa,9,,118,104,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Marcus Dackhammar, Ida Svensson",,Nacra 17,11,aa,32,,129,105,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Arthur de Jonghe, Janne Ravelingien",,Nacra 17,17,aa,44,,190,166,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Wouter van Rooijen, Puck van der Veen",,Nacra 17,12,aa,34,,133,115,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Bora Kozanoglu, Alican Kaynar",,Nacra 17,21,aa,31,,121,100,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Lucy Copeland, Jake Liddell",,Nacra 17,9,aa,22,,176,152,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Ramya Saravanan, Doiphode Siddheshwar",,Nacra 17,22,aa,40,,163,139,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Lukas Haberl, Tanja Frank",,Nacra 17,14,aa,12,,124,105,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Brin Liddell, Rhiannan Brown",,Nacra 17,8,aa,19,,161,137,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Marina Arndt, Joao Siemsen",,Nacra 17,16,aa,26,,86,67,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Noa Ancian, Billy Besson",,Nacra 17,11,aa,14,,132,115,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Sarah Newberry Moore, David Liebenberg",,Nacra 17,10,aa,7,,108,93,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Stefano Dezulian, Margherita Porro",,Nacra 17,17,aa,24,,74,57,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Rigaud Camille, Ambre Sebrechts",,Nacra 17,20,aa,42,,179,155,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Alica Stuhlemmer, Paul Kohlhoff",,Nacra 17,6,aa,25,,85,64,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Myrto Papadopoulou, Iordanis Paschalidis",,Nacra 17,12,aa,17,,149,127,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Marion Declef, Manolo Geslin Grimaud",,Nacra 17,13,aa,36,,148,124,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Erica Dawson, Micah Wilkinson",,Nacra 17,15,aa,10,,134,117,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Hanna Jonsson, Emil Jarudd",,Nacra 17,19,aa,29,,111,87,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Tim Mourniac, Lou Berthomieu",,Nacra 17,3,aa,6,,115,93,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Gianluigi Ugolini, Maria Giubilei",,Nacra 17,5,aa,3,,97,77,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"John Gimson, Anna Burnet",,Nacra 17,3,aa,1,,39,32,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Akseli Keskinen, Sinem Kurtbay",,Nacra 17,15,aa,4,,102,81,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Axel Grandjean, Noemie Fehlmann",,Nacra 17,6,aa,33,,134,110,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Caterina Banti, Ruggero Tita",,Nacra 17,24,aa,11,,127,103,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Eugenia Bosco, Mateo Majdalani",,Nacra 17,1,aa,2,,83,70,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Zoe Coers , Leonard Beyer",,Nacra 17,24,aa,45,,240,216,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Matthaus Zoechling, Laura Farese",,Nacra 17,9,aa,20,,168,144,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Sarah Hoffman, Archie Gargett",,Nacra 17,13,aa,30,,106,91,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Lisa Darmanin, Jason Waterhouse",,Nacra 17,1,aa,8,,114,95,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Santiago Raul Lange, Victoria Travascio",,Nacra 17,2,aa,16,,148,124,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Margaux Billy, Noah Chauvin",,Nacra 17,18,aa,27,,102,78,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"THOMAS PROUST, Eloïse Clabon",,Nacra 17,14,aa,38,,146,126,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Bart Kooijman, Jella Rike Spijkervet",,Nacra 17,19,aa,39,,154,130,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Elettra  Orsolini, Arto Hirsch",,Nacra 17,10,aa,37,,149,125,Semaine Olympique Francaise De Voile 2023,2Q,0
