Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,Elena Oetling Ramirez,,Ilca 6,14,aa,46,,285,239,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Romi Safin,,Ilca 6,38,aa,82,,270,226,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Ecem Guzel,,Ilca 6,5,aa,17,,170,130,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Casey Imeneo,,Ilca 6,1,aa,3,,121,83,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Weiyi Lu,,Ilca 6,31,aa,58,,208,162,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Hannah Snellgrove,,Ilca 6,27,aa,20,,165,135,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Elyse Ainsworth,,Ilca 6,15,aa,23,,185,149,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Honoka Miura,,Ilca 6,32,aa,78,,252,210,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Paige Caldecoat,,Ilca 6,35,aa,71,,237,189,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Mirthe Akkerman,,Ilca 6,33,aa,12,,144,111,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Mai Kakimoto,,Ilca 6,28,aa,86,,289,241,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Lin Pletikos,,Ilca 6,24,aa,61,,209,165,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Josefin Olsson,,Ilca 6,4,aa,19,,169,135,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Elena Vorobeva,,Ilca 6,30,aa,29,,208,171,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Stephanie Louise Norton,,Ilca 6,20,aa,67,,217,179,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Carolina Albano,,Ilca 6,27,aa,28,,215,170,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Agata Barwinska,,Ilca 6,48,aa,15,,176,128,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Yuuri Yamamoto,,Ilca 6,42,aa,89,,295,253,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Nethra Kumanan,,Ilca 6,10,aa,64,,209,171,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Svea Sahlin,,Ilca 6,41,aa,90,,308,260,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Min Gu,,Ilca 6,7,aa,32,,235,187,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Julia BUESSELBERG,,Ilca 6,1,aa,10,,145,115,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Matilda Talluri,,Ilca 6,16,aa,52,,174,139,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Line Flem Hoest,,Ilca 6,17,aa,7,,125,103,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Marilena Makri,,Ilca 6,48,aa,93,,349,301,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Ana Moncada Sanchez,,Ilca 6,14,aa,27,,192,163,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Martina Reino Cacho,,Ilca 6,11,aa,26,,196,162,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Louise Cervera,,Ilca 6,2,aa,8,,127,104,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Charlotte Rose,,Ilca 6,48,aa,22,,188,140,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Jennifer Öhrnell,,Ilca 6,10,aa,84,,286,238,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Estere Paula Kumpina,,Ilca 6,41,aa,76,,255,207,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Yumiko Tombe,,Ilca 6,43,aa,54,,197,154,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Henriette Haberland,,Ilca 6,24,aa,74,,239,195,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Agustina Jordan von Appen,,Ilca 6,39,aa,88,,296,251,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Matilda Nicholls,,Ilca 6,6,aa,14,,160,127,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Wiktoria Golebiowska,,Ilca 6,48,aa,91,,335,287,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Vasileia Karachaliou,,Ilca 6,19,aa,9,,140,104,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Nancy Jane Highfield,,Ilca 6,15,aa,59,,195,162,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Pernelle Michon,,Ilca 6,33,aa,24,,196,152,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Mailys RADULIC,,Ilca 6,9,aa,62,,215,168,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Christina Sakellaris,,Ilca 6,4,aa,33,,231,187,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Viktorija Andrulyte,,Ilca 6,26,aa,49,,157,128,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Hannah Anderssohn,,Ilca 6,18,aa,43,,273,225,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Cagla Donertas,,Ilca 6,16,aa,13,,152,112,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Laura Schewe,,Ilca 6,23,aa,65,,214,176,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Anna Munch,,Ilca 6,36,aa,21,,171,135,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Amaya Escudero,,Ilca 6,48,aa,70,,235,187,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Hallie Schiffman,,Ilca 6,12,aa,56,,196,159,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Daisy Collingridge,,Ilca 6,22,aa,30,,219,174,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Charlotte Webster,,Ilca 6,44,aa,92,,345,297,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Seung Hyeon Kang,,Ilca 6,25,aa,80,,267,219,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Pia Kuhlmann,,Ilca 6,26,aa,39,,262,217,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Lillian Myers,,Ilca 6,11,aa,36,,230,195,Semaine Olympique Francaise De Voile 2023,4Q,0
,,Elyse Ainsworth,,Ilca 6,14,aa,23,,185,149,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Martina Reino Cacho,,Ilca 6,34,aa,26,,196,162,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Mailys RADULIC,,Ilca 6,44,aa,62,,215,168,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Casey Imeneo,,Ilca 6,8,aa,3,,121,83,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Louise Cervera,,Ilca 6,13,aa,8,,127,104,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Nancy Jane Highfield,,Ilca 6,31,aa,59,,195,162,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Cagla Donertas,,Ilca 6,12,aa,13,,152,112,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Elena Oetling Ramirez,,Ilca 6,23,aa,46,,285,239,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Hannah Anderssohn,,Ilca 6,5,aa,43,,273,225,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Anja von Allmen,,Ilca 6,17,aa,34,,232,190,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Cristina Castellanos,,Ilca 6,40,aa,63,,208,168,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Henriette Haberland,,Ilca 6,40,aa,74,,239,195,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Sandra Lulic,,Ilca 6,12,aa,44,,274,226,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Fanny de Susini,,Ilca 6,39,aa,81,,268,223,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Cristina Pujol Bajo,,Ilca 6,23,aa,31,,219,177,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Wiktoria Golebiowska,,Ilca 6,28,aa,91,,335,287,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Weiyi Lu,,Ilca 6,46,aa,58,,208,162,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Matilda Talluri,,Ilca 6,35,aa,52,,174,139,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Amaya Escudero,,Ilca 6,27,aa,70,,235,187,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Lillian Myers,,Ilca 6,24,aa,36,,230,195,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Pernelle Michon,,Ilca 6,3,aa,24,,196,152,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Eline Verstraelen,,Ilca 6,37,aa,48,,164,127,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Sofiia Naumenko,,Ilca 6,19,aa,69,,224,182,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Josefin Olsson,,Ilca 6,28,aa,19,,169,135,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Adriana Penruddocke,,Ilca 6,9,aa,47,,333,286,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Ursula Balas,,Ilca 6,41,aa,51,,180,137,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Anne-Marie Rindom,,Ilca 6,4,aa,2,,92,75,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Ana Moncada Sanchez,,Ilca 6,16,aa,27,,192,163,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Svea Sahlin,,Ilca 6,43,aa,90,,308,260,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Sarah Douglas,,Ilca 6,1,aa,1,,97,74,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Emma Plasschaert,,Ilca 6,2,aa,11,,156,108,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Chiara Benini Floriani,,Ilca 6,10,aa,25,,199,157,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Hallie Schiffman,,Ilca 6,19,aa,56,,196,159,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Elza Cibule,,Ilca 6,36,aa,79,,250,210,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Sylvie Stannage,,Ilca 6,24,aa,57,,197,161,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Klara Himmelova,,Ilca 6,38,aa,77,,247,207,Semaine Olympique Francaise De Voile 2023,1Q,0
,,yi xin Li,,Ilca 6,32,aa,75,,244,196,Semaine Olympique Francaise De Voile 2023,1Q,0
,,thea lubac,,Ilca 6,38,aa,42,,266,225,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Gesa Papenthin,,Ilca 6,37,aa,85,,284,239,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Monika Mikkola,,Ilca 6,26,aa,87,,291,243,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Luciana Cardozo,,Ilca 6,15,aa,41,,269,223,Semaine Olympique Francaise De Voile 2023,1Q,0
,,HYE WON JUNG,,Ilca 6,31,aa,66,,224,176,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Silvia Zennaro,,Ilca 6,4,aa,18,,172,131,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Maud Jayet,,Ilca 6,8,aa,6,,133,100,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Gabriella Kidd,,Ilca 6,32,aa,72,,238,190,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Yuuri Yamamoto,,Ilca 6,42,aa,89,,295,253,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Marilena Makri,,Ilca 6,29,aa,93,,349,301,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Charlotte Webster,,Ilca 6,43,aa,92,,345,297,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Mirthe Akkerman,,Ilca 6,9,aa,12,,144,111,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Rosine Baudet,,Ilca 6,30,aa,53,,199,151,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Elena Vorobeva,,Ilca 6,2,aa,29,,208,171,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Sara Savelli,,Ilca 6,21,aa,40,,268,222,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Ecem Guzel,,Ilca 6,17,aa,17,,170,130,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Jennifer Öhrnell,,Ilca 6,33,aa,84,,286,238,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Line Flem Hoest,,Ilca 6,5,aa,7,,125,103,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Nethra Kumanan,,Ilca 6,30,aa,64,,209,171,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Maria Erdi,,Ilca 6,7,aa,4,,118,87,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Seung Hyeon Kang,,Ilca 6,48,aa,80,,267,219,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Molly Sacker,,Ilca 6,25,aa,38,,258,215,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Vasileia Karachaliou,,Ilca 6,10,aa,9,,140,104,Semaine Olympique Francaise De Voile 2023,1Q,0
,,carlotta rizzardi,,Ilca 6,48,aa,55,,204,156,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Min Gu,,Ilca 6,22,aa,32,,235,187,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Charlotte Rose,,Ilca 6,1,aa,22,,188,140,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Pia Kuhlmann,,Ilca 6,16,aa,39,,262,217,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Lin Pletikos,,Ilca 6,35,aa,61,,209,165,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Honoka Miura,,Ilca 6,42,aa,78,,252,210,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Estere Paula Kumpina,,Ilca 6,18,aa,76,,255,207,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Mai Kakimoto,,Ilca 6,44,aa,86,,289,241,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Ebru Bolat,,Ilca 6,36,aa,68,,218,182,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Romi Safin,,Ilca 6,41,aa,82,,270,226,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Clara Gravely,,Ilca 6,15,aa,73,,236,194,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Anna Munch,,Ilca 6,11,aa,21,,171,135,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Hannah Snellgrove,,Ilca 6,13,aa,20,,165,135,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Hanna Koba,,Ilca 6,26,aa,37,,234,196,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Marie Barrue,,Ilca 6,14,aa,16,,163,129,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Stephanie Louise Norton,,Ilca 6,33,aa,67,,217,179,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Olivia Christie,,Ilca 6,22,aa,60,,200,165,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Julia BUESSELBERG,,Ilca 6,18,aa,10,,145,115,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Yumiko Tombe,,Ilca 6,34,aa,54,,197,154,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Shay Kakon,,Ilca 6,25,aa,50,,173,135,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Christina Sakellaris,,Ilca 6,27,aa,33,,231,187,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Daisy Collingridge,,Ilca 6,6,aa,30,,219,174,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Lucia Falasca,,Ilca 6,6,aa,35,,232,193,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Carolina Albano,,Ilca 6,20,aa,28,,215,170,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Agustina Jordan von Appen,,Ilca 6,45,aa,88,,296,251,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Laura Schewe,,Ilca 6,21,aa,65,,214,176,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Mara Stransky,,Ilca 6,11,aa,5,,124,94,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Agata Barwinska,,Ilca 6,3,aa,15,,176,128,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Zoe Thomson,,Ilca 6,48,aa,94,,384,336,Semaine Olympique Francaise De Voile 2023,1Q,0
,,NUR ALIA AMEERA MOHAMAD LATIF,,Ilca 6,39,aa,45,,284,237,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Viktorija Andrulyte,,Ilca 6,29,aa,49,,157,128,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Mia Lilienthal,,Ilca 6,48,aa,83,,286,238,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Paige Caldecoat,,Ilca 6,20,aa,71,,237,189,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Matilda Nicholls,,Ilca 6,7,aa,14,,160,127,Semaine Olympique Francaise De Voile 2023,1Q,0
,,Josefin Olsson,,Ilca 6,1,aa,19,,169,135,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Anja von Allmen,,Ilca 6,18,aa,34,,232,190,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Honoka Miura,,Ilca 6,30,aa,78,,252,210,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Fanny de Susini,,Ilca 6,41,aa,81,,268,223,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Estere Paula Kumpina,,Ilca 6,39,aa,76,,255,207,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Seung Hyeon Kang,,Ilca 6,35,aa,80,,267,219,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Vasileia Karachaliou,,Ilca 6,10,aa,9,,140,104,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Lillian Myers,,Ilca 6,26,aa,36,,230,195,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Luciana Cardozo,,Ilca 6,29,aa,41,,269,223,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Ursula Balas,,Ilca 6,16,aa,51,,180,137,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Yuuri Yamamoto,,Ilca 6,36,aa,89,,295,253,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Cristina Pujol Bajo,,Ilca 6,14,aa,31,,219,177,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Charlotte Webster,,Ilca 6,45,aa,92,,345,297,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Jennifer Öhrnell,,Ilca 6,28,aa,84,,286,238,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Pia Kuhlmann,,Ilca 6,25,aa,39,,262,217,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Elza Cibule,,Ilca 6,23,aa,79,,250,210,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Hannah Snellgrove,,Ilca 6,5,aa,20,,165,135,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Ana Moncada Sanchez,,Ilca 6,12,aa,27,,192,163,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Casey Imeneo,,Ilca 6,38,aa,3,,121,83,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Min Gu,,Ilca 6,12,aa,32,,235,187,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Gesa Papenthin,,Ilca 6,45,aa,85,,284,239,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Elyse Ainsworth,,Ilca 6,17,aa,23,,185,149,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Anne-Marie Rindom,,Ilca 6,5,aa,2,,92,75,Semaine Olympique Francaise De Voile 2023,6Q,0
,,NUR ALIA AMEERA MOHAMAD LATIF,,Ilca 6,14,aa,45,,284,237,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Matilda Nicholls,,Ilca 6,15,aa,14,,160,127,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Mai Kakimoto,,Ilca 6,13,aa,86,,289,241,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Lin Pletikos,,Ilca 6,44,aa,61,,209,165,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Svea Sahlin,,Ilca 6,34,aa,90,,308,260,Semaine Olympique Francaise De Voile 2023,6Q,0
,,thea lubac,,Ilca 6,22,aa,42,,266,225,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Shay Kakon,,Ilca 6,27,aa,50,,173,135,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Emma Plasschaert,,Ilca 6,21,aa,11,,156,108,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Cagla Donertas,,Ilca 6,6,aa,13,,152,112,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Amaya Escudero,,Ilca 6,24,aa,70,,235,187,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Maud Jayet,,Ilca 6,10,aa,6,,133,100,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Agustina Jordan von Appen,,Ilca 6,34,aa,88,,296,251,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Chiara Benini Floriani,,Ilca 6,8,aa,25,,199,157,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Sylvie Stannage,,Ilca 6,29,aa,57,,197,161,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Nethra Kumanan,,Ilca 6,28,aa,64,,209,171,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Adriana Penruddocke,,Ilca 6,41,aa,47,,333,286,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Eline Verstraelen,,Ilca 6,11,aa,48,,164,127,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Zoe Thomson,,Ilca 6,48,aa,94,,384,336,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Matilda Talluri,,Ilca 6,15,aa,52,,174,139,Semaine Olympique Francaise De Voile 2023,6Q,0
,,HYE WON JUNG,,Ilca 6,25,aa,66,,224,176,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Rosine Baudet,,Ilca 6,16,aa,53,,199,151,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Sandra Lulic,,Ilca 6,40,aa,44,,274,226,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Carolina Albano,,Ilca 6,43,aa,28,,215,170,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Line Flem Hoest,,Ilca 6,2,aa,7,,125,103,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Cristina Castellanos,,Ilca 6,4,aa,63,,208,168,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Hallie Schiffman,,Ilca 6,37,aa,56,,196,159,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Ebru Bolat,,Ilca 6,35,aa,68,,218,182,Semaine Olympique Francaise De Voile 2023,6Q,0
,,carlotta rizzardi,,Ilca 6,18,aa,55,,204,156,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Elena Oetling Ramirez,,Ilca 6,42,aa,46,,285,239,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Martina Reino Cacho,,Ilca 6,1,aa,26,,196,162,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Marie Barrue,,Ilca 6,27,aa,16,,163,129,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Silvia Zennaro,,Ilca 6,7,aa,18,,172,131,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Sofiia Naumenko,,Ilca 6,42,aa,69,,224,182,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Mirthe Akkerman,,Ilca 6,31,aa,12,,144,111,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Laura Schewe,,Ilca 6,37,aa,65,,214,176,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Mailys RADULIC,,Ilca 6,9,aa,62,,215,168,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Henriette Haberland,,Ilca 6,26,aa,74,,239,195,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Clara Gravely,,Ilca 6,38,aa,73,,236,194,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Charlotte Rose,,Ilca 6,33,aa,22,,188,140,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Nancy Jane Highfield,,Ilca 6,32,aa,59,,195,162,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Daisy Collingridge,,Ilca 6,9,aa,30,,219,174,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Klara Himmelova,,Ilca 6,19,aa,77,,247,207,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Weiyi Lu,,Ilca 6,3,aa,58,,208,162,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Louise Cervera,,Ilca 6,7,aa,8,,127,104,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Gabriella Kidd,,Ilca 6,44,aa,72,,238,190,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Christina Sakellaris,,Ilca 6,40,aa,33,,231,187,Semaine Olympique Francaise De Voile 2023,6Q,0
,,yi xin Li,,Ilca 6,32,aa,75,,244,196,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Hannah Anderssohn,,Ilca 6,22,aa,43,,273,225,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Hanna Koba,,Ilca 6,21,aa,37,,234,196,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Julia BUESSELBERG,,Ilca 6,17,aa,10,,145,115,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Elena Vorobeva,,Ilca 6,24,aa,29,,208,171,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Stephanie Louise Norton,,Ilca 6,20,aa,67,,217,179,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Mara Stransky,,Ilca 6,30,aa,5,,124,94,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Marilena Makri,,Ilca 6,48,aa,93,,349,301,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Molly Sacker,,Ilca 6,23,aa,38,,258,215,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Ecem Guzel,,Ilca 6,20,aa,17,,170,130,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Viktorija Andrulyte,,Ilca 6,11,aa,49,,157,128,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Maria Erdi,,Ilca 6,31,aa,4,,118,87,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Sara Savelli,,Ilca 6,3,aa,40,,268,222,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Anna Munch,,Ilca 6,2,aa,21,,171,135,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Yumiko Tombe,,Ilca 6,8,aa,54,,197,154,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Paige Caldecoat,,Ilca 6,39,aa,71,,237,189,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Lucia Falasca,,Ilca 6,19,aa,35,,232,193,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Monika Mikkola,,Ilca 6,48,aa,87,,291,243,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Romi Safin,,Ilca 6,43,aa,82,,270,226,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Mia Lilienthal,,Ilca 6,36,aa,83,,286,238,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Pernelle Michon,,Ilca 6,13,aa,24,,196,152,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Olivia Christie,,Ilca 6,33,aa,60,,200,165,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Wiktoria Golebiowska,,Ilca 6,48,aa,91,,335,287,Semaine Olympique Francaise De Voile 2023,6Q,0
,,Agata Barwinska,,Ilca 6,6,aa,15,,176,128,Semaine Olympique Francaise De Voile 2023,6Q,0
