Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
PATTON CAMPBELL,7,Ilca 7,33.0,G,95,0,221,182,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
CASHMORE LUKE,7,Ilca 7,41.0,G,96,0,232,188,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
KOWALSKI MARTIN,7,Ilca 7,30.0,G,97,0,224,188,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
PEYRE THEO,7,Ilca 7,29.0,G,98,0,227,189,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
PAJARSKAS MARTIS,7,Ilca 7,25.0,G,99,0,233,189,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
PERCIVAL-COOKE JAMES,7,Ilca 7,27.0,G,100,0,234,190,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
BORCH NIKOLAJ,7,Ilca 7,26.0,G,101,0,233,197,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
OREL LIAM,7,Ilca 7,34.0,G,102,0,251,207,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
BRUCE LIAM,7,Ilca 7,34.0,G,103,0,245,209,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
FLACHON THOMAS,7,Ilca 7,31.0,G,104,0,247,210,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
STRELCIUNAS VEJAS,7,Ilca 7,36.0,G,105,0,254,210,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
GUILMIN ANTON,7,Ilca 7,37.0,G,106,0,247,210,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
VAN AANHOLT JUST,7,Ilca 7,28.0,G,107,0,257,213,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
VALENTINO LUCA,7,Ilca 7,35.0,G,108,0,258,214,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
FLOWER BEN,7,Ilca 7,44.0,G,109,BFD,260,216,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
WESSELY MALO,7,Ilca 7,32.0,G,110,0,265,225,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
GITESH NAIN,7,Ilca 7,33.0,G,111,0,272,233,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
BADAWY ALY,7,Ilca 7,38.0,G,112,0,282,242,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
LIBRI EDOARDO,7,Ilca 7,36.0,G,113,0,289,245,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
CLOOS ANDRES,7,Ilca 7,23.0,G,114,0,287,248,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
CVINAR ALEC,7,Ilca 7,36.0,G,115,0,289,248,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
MALDONADO MATEO,7,Ilca 7,39.0,G,116,0,288,249,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
KUEBBER CLEMENS,7,Ilca 7,38.0,G,117,0,302,260,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
DAHLBERG OTTO,7,Ilca 7,33.0,G,118,0,311,267,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
ELLIOTT IAN,7,Ilca 7,40.0,G,119,0,310,270,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
LINDSTROM THOMAS,7,Ilca 7,41.0,G,120,0,323,279,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
CHARLAND FRANCIS,7,Ilca 7,40.0,G,121,0,320,279,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
PICARD STANISLAS,7,Ilca 7,41.0,G,122,0,328,287,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
HOPKINS JACK,7,Ilca 7,40.0,G,123,0,335,291,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
HIGGINS JOSHUA,7,Ilca 7,44.0,G,124,DNF,351,307,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
LEJBOLLE JAKOB,7,Ilca 7,42.0,G,125,0,349,307,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
DINEL KOFI,7,Ilca 7,42.0,G,126,0,357,313,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
KARK WILHELM,7,Ilca 7,38.0,G,127,0,370,326,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
BOUHAMED LORANDEL ARF,7,Ilca 7,42.0,G,128,0,378,334,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
KRABBE-CHRISTENSEN AN,7,Ilca 7,44.0,G,129,DNF,396,352,Semaine Olympique Francaise De Voile 2022,"Ra. 4
1",0
KONTIDES PAVLOS,7,Ilca 7,1.0,G,1,0,59,42,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
HANSON ELLIOT,7,Ilca 7,3.0,G,2,0,62,43,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BECKETT MICHAEL,7,Ilca 7,4.0,G,3,0,76,50,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BUHL PHILIPP,7,Ilca 7,2.0,G,4,0,83,54,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
WEARN MATT,7,Ilca 7,1.0,G,5,0,104,60,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BLANCO JOAQUIN,7,Ilca 7,1.0,G,6,0,91,72,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CHIAVARINI LORENZO BRAND,7,Ilca 7,12.0,G,7,0,87,75,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
WILLIM NIK AARON,7,Ilca 7,2.0,G,8,0,105,77,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
GAUTREY GEORGE,7,Ilca 7,5.0,G,9,0,104,81,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BERNAZ JEAN BAPTISTE,7,Ilca 7,5.0,G,10,0,104,82,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
LO RYAN,7,Ilca 7,3.0,G,11,0,100,72,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ALEXANDER FINN,7,Ilca 7,3.0,G,12,0,116,81,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
LYNCH FINN,7,Ilca 7,13.0,G,13,0,113,83,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
RODRIGUEZ JOEL,7,Ilca 7,5.0,G,14,0,106,85,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
JURISIC FILIP,7,Ilca 7,9.0,G,15,0,110,87,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
WHALEY SAM,7,Ilca 7,6.0,G,16,0,132,88,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
STIPANOVIA++ TONCI,7,Ilca 7,4.0,G,17,0,113,92,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MAEGLI JUAN I.,7,Ilca 7,21.0,G,18,0,117,93,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
VADNAI JONATAN,7,Ilca 7,6.0,G,19,0,115,94,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
SPADONI ALESSIO,7,Ilca 7,18.0,G,20,0,145,109,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ELLIOTT LUKE,7,Ilca 7,9.0,G,21,0,141,110,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
SEGUEL LACA!MARA CLEM,7,Ilca 7,8.0,G,22,0,168,128,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MCMAHON EWAN,7,Ilca 7,6.0,G,23,0,150,128,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
SAUNDERS THOMAS,7,Ilca 7,44.0,G,24,UFD,174,130,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MCAULLAY ETHAN,7,Ilca 7,7.0,G,25,0,172,137,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
9BENGTSON EMIL,7,Ilca 7,10.0,G,26,0,178,142,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
VADNAI BENJAMIN,7,Ilca 7,11.0,G,27,0,179,145,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KARIM FILLAH,7,Ilca 7,20.0,G,28,0,179,145,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MARQUES EDUARDO,7,Ilca 7,10.0,G,29,0,190,149,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
VAN LAER WANNES,7,Ilca 7,13.0,G,30,0,189,154,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CARDONA JOAN,7,Ilca 7,12.0,G,31,0,195,155,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
UUSITALO VALTTERI,7,Ilca 7,8.0,G,32,0,188,155,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
DE SMET WILLIAM,7,Ilca 7,4.0,G,33,0,200,156,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
LITTLEWOOD ZAC,7,Ilca 7,7.0,G,34,0,201,157,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BOITE ALEXANDRE,7,Ilca 7,2.0,G,35,0,197,158,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
DUKIC MILIVOJ,7,Ilca 7,12.0,G,36,0,203,165,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CITAK YIGIT YALCIN,7,Ilca 7,15.0,G,37,0,216,172,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
SARAVANAN VISHNU,7,Ilca 7,13.0,G,38,0,216,172,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
COCCOLUTO GIORGETTI G,7,Ilca 7,7.0,G,39,0,213,175,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BOUGIOURIS ADONIS,7,Ilca 7,15.0,G,40,0,226,185,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ZELKO ZAN LUKA,7,Ilca 7,10.0,G,41,0,228,186,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PERONI DIMITRI,7,Ilca 7,16.0,G,42,0,227,188,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PLANCHESTAINER GIANMAR,7,Ilca 7,20.0,G,43,0,246,202,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
NAUJOCK NICO,7,Ilca 7,19.0,G,44,0,113,82,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
GUARAGNA RIGONAT FRAN,7,Ilca 7,18.0,G,45,0,117,97,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
RUITENBERG LUKE,7,Ilca 7,16.0,G,46,0,151,115,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
SANTIAGO VILLAX SAMPAIO,7,Ilca 7,21.0,G,47,0,152,121,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KING SAMUEL,7,Ilca 7,17.0,G,48,0,153,123,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ROMANYK ARTHIT MIKHAIL,7,Ilca 7,20.0,G,49,0,168,124,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
GOLANI OMER,7,Ilca 7,11.0,G,50,0,162,124,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
TEPLY VIKTOR,7,Ilca 7,14.0,G,51,0,164,132,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
OLEZZA FACUNDO,7,Ilca 7,15.0,G,52,0,174,136,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
SANGUINETI RENZO,7,Ilca 7,19.0,G,53,0,178,137,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ABAY BERKAY,7,Ilca 7,24.0,G,54,0,167,139,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
2LINDQVIST LUDVIG,7,Ilca 7,17.0,G,55,0,177,141,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PANAGIOTIDIS ANASTASIO,7,Ilca 7,16.0,G,56,0,168,142,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PAPADIMITRIOU DIMITRIS,7,Ilca 7,19.0,G,57,0,180,150,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MARKOVIC ILIJA,7,Ilca 7,14.0,G,58,0,188,151,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
TOMASGAARD UFFE,7,Ilca 7,26.0,G,59,0,189,155,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
VERHULST GAUTHIER,7,Ilca 7,24.0,G,60,0,194,158,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CONRADI TIM,7,Ilca 7,18.0,G,61,0,201,161,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ANDERSON RYAN,7,Ilca 7,35.0,G,62,0,199,164,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
WALKENBACH PHILIP,7,Ilca 7,26.0,G,63,0,203,164,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
VIDAL AGUSTIN,7,Ilca 7,25.0,G,64,0,190,164,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BARRETO LEOPOLDO,7,Ilca 7,34.0,G,65,0,199,165,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
JUHASZ JAMES,7,Ilca 7,28.0,G,66,0,202,166,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
TEPLY ONDREJ,7,Ilca 7,30.0,G,67,0,206,169,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
GASPIC BRUNO,7,Ilca 7,23.0,G,68,0,203,172,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KOWALSKI ALEXANDRE,7,Ilca 7,23.0,G,69,0,212,173,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BARTH JUSTIN,7,Ilca 7,21.0,G,70,0,210,173,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
LOURENCO MATEUS,7,Ilca 7,17.0,G,71,0,211,173,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BEZY NICHOLAS,7,Ilca 7,31.0,G,72,0,211,177,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KLASEN LINUS,7,Ilca 7,30.0,G,73,0,213,177,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KRASODOMSKI MICHAL,7,Ilca 7,25.0,G,74,0,223,183,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
WHITELEY DANIEL,7,Ilca 7,8.0,G,75,0,229,185,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
TAPPER ALEKSI,7,Ilca 7,36.0,G,76,0,224,188,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PUNJAMALA CHUSITT,7,Ilca 7,11.0,G,77,0,228,189,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PAULON MATTEO,7,Ilca 7,29.0,G,78,0,221,190,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CHEVRIER LUC,7,Ilca 7,30.0,G,79,0,231,196,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ELLIOTT-SHIRCORE STEFAN,7,Ilca 7,22.0,G,80,0,239,198,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
SEGAWA KAZUMASA,7,Ilca 7,27.0,G,81,0,241,202,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
WACHHOLZ FORREST,7,Ilca 7,36.0,G,82,0,239,203,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
COMPTON MICHAEL,7,Ilca 7,14.0,G,83,0,246,209,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CARDOZO JUAN PABLO,7,Ilca 7,44.0,G,84,BFD,255,211,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MUSONE GIACOMO,7,Ilca 7,37.0,G,85,0,266,222,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MUNOS ANTONY,7,Ilca 7,34.0,G,86,0,295,251,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
FARREN-PRICE JACOB,7,Ilca 7,22.0,G,87,0,176,139,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
TSARAMYRSIS PATROKLOS-T,7,Ilca 7,27.0,G,88,0,197,156,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
JANAHI ABDULLA,7,Ilca 7,33.0,G,89,0,199,161,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
DEEGAN LUKE,7,Ilca 7,33.0,G,90,0,197,162,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
HALOUZKA JAKUB,7,Ilca 7,25.0,G,91,0,205,172,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MALINOWSKI PIOTR,7,Ilca 7,28.0,G,92,0,216,176,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MORVAN PAUL,7,Ilca 7,23.0,G,93,0,217,178,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
FREDERIKSEN KENNETH,7,Ilca 7,27.0,G,94,0,214,180,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PATTON CAMPBELL,7,Ilca 7,28.0,G,95,0,221,182,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CASHMORE LUKE,7,Ilca 7,9.0,G,96,0,232,188,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KOWALSKI MARTIN,7,Ilca 7,22.0,G,97,0,224,188,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PEYRE THEO,7,Ilca 7,32.0,G,98,0,227,189,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PAJARSKAS MARTIS,7,Ilca 7,24.0,G,99,0,233,189,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PERCIVAL-COOKE JAMES,7,Ilca 7,31.0,G,100,0,234,190,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BORCH NIKOLAJ,7,Ilca 7,36.0,G,101,0,233,197,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
OREL LIAM,7,Ilca 7,34.0,G,102,0,251,207,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BRUCE LIAM,7,Ilca 7,29.0,G,103,0,245,209,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
FLACHON THOMAS,7,Ilca 7,37.0,G,104,0,247,210,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
STRELCIUNAS VEJAS,7,Ilca 7,44.0,G,105,DNF,254,210,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
GUILMIN ANTON,7,Ilca 7,26.0,G,106,0,247,210,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
VAN AANHOLT JUST,7,Ilca 7,44.0,G,107,BFD,257,213,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
VALENTINO LUCA,7,Ilca 7,38.0,G,108,0,258,214,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
FLOWER BEN,7,Ilca 7,31.0,G,109,0,260,216,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
WESSELY MALO,7,Ilca 7,32.0,G,110,0,265,225,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
GITESH NAIN,7,Ilca 7,33.0,G,111,0,272,233,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BADAWY ALY,7,Ilca 7,38.0,G,112,0,282,242,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
LIBRI EDOARDO,7,Ilca 7,37.0,G,113,0,289,245,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CLOOS ANDRES,7,Ilca 7,39.0,G,114,0,287,248,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CVINAR ALEC,7,Ilca 7,41.0,G,115,0,289,248,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
MALDONADO MATEO,7,Ilca 7,35.0,G,116,0,288,249,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KUEBBER CLEMENS,7,Ilca 7,40.0,G,117,0,302,260,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
DAHLBERG OTTO,7,Ilca 7,32.0,G,118,0,311,267,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
ELLIOTT IAN,7,Ilca 7,39.0,G,119,0,310,270,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
LINDSTROM THOMAS,7,Ilca 7,40.0,G,120,0,323,279,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
CHARLAND FRANCIS,7,Ilca 7,38.0,G,121,0,320,279,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
PICARD STANISLAS,7,Ilca 7,40.0,G,122,0,328,287,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
HOPKINS JACK,7,Ilca 7,35.0,G,123,0,335,291,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
HIGGINS JOSHUA,7,Ilca 7,39.0,G,124,0,351,307,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
LEJBOLLE JAKOB,7,Ilca 7,41.0,G,125,0,349,307,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
DINEL KOFI,7,Ilca 7,41.0,G,126,0,357,313,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KARK WILHELM,7,Ilca 7,29.0,G,127,0,370,326,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
BOUHAMED LORANDEL ARF,7,Ilca 7,42.0,G,128,0,378,334,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KRABBE-CHRISTENSEN AN,7,Ilca 7,44.0,G,129,DNF,396,352,Semaine Olympique Francaise De Voile 2022,"Ra. 5
1",0
KONTIDES PAVLOS,7,Ilca 7,10.0,G,1,0,59,42,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
HANSON ELLIOT,7,Ilca 7,5.0,G,2,0,62,43,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
BECKETT MICHAEL,7,Ilca 7,1.0,G,3,0,76,50,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
BUHL PHILIPP,7,Ilca 7,1.0,G,4,0,83,54,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
WEARN MATT,7,Ilca 7,44.0,G,5,UFD,104,60,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
BLANCO JOAQUIN,7,Ilca 7,4.0,G,6,0,91,72,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
CHIAVARINI LORENZO BRAND,7,Ilca 7,3.0,G,7,0,87,75,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
WILLIM NIK AARON,7,Ilca 7,4.0,G,8,0,105,77,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
GAUTREY GEORGE,7,Ilca 7,16.0,G,9,0,104,81,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
BERNAZ JEAN BAPTISTE,7,Ilca 7,9.0,G,10,0,104,82,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
LO RYAN,7,Ilca 7,5.0,G,11,0,100,72,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
ALEXANDER FINN,7,Ilca 7,13.0,G,12,0,116,81,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
LYNCH FINN,7,Ilca 7,2.0,G,13,0,113,83,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
RODRIGUEZ JOEL,7,Ilca 7,6.0,G,14,0,106,85,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
JURISIC FILIP,7,Ilca 7,23.0,G,15,0,110,87,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
WHALEY SAM,7,Ilca 7,13.0,G,16,0,132,88,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
STIPANOVIA++ TONCI,7,Ilca 7,2.0,G,17,0,113,92,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
MAEGLI JUAN I.,7,Ilca 7,2.0,G,18,0,117,93,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
VADNAI JONATAN,7,Ilca 7,3.0,G,19,0,115,94,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
SPADONI ALESSIO,7,Ilca 7,6.0,G,20,0,145,109,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
ELLIOTT LUKE,7,Ilca 7,17.0,G,21,0,141,110,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
SEGUEL LACA!MARA CLEM,7,Ilca 7,15.0,G,22,0,168,128,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
MCMAHON EWAN,7,Ilca 7,22.0,G,23,0,150,128,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
SAUNDERS THOMAS,7,Ilca 7,44.0,G,24,UFD,174,130,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
MCAULLAY ETHAN,7,Ilca 7,1.0,G,25,0,172,137,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
9BENGTSON EMIL,7,Ilca 7,11.0,G,26,0,178,142,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
VADNAI BENJAMIN,7,Ilca 7,5.0,G,27,0,179,145,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
KARIM FILLAH,7,Ilca 7,28.0,G,28,0,179,145,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
MARQUES EDUARDO,7,Ilca 7,19.0,G,29,0,190,149,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
VAN LAER WANNES,7,Ilca 7,10.0,G,30,0,189,154,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
CARDONA JOAN,7,Ilca 7,10.0,G,31,0,195,155,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
UUSITALO VALTTERI,7,Ilca 7,6.0,G,32,0,188,155,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
DE SMET WILLIAM,7,Ilca 7,44.0,G,33,UFD,200,156,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
LITTLEWOOD ZAC,7,Ilca 7,9.0,G,34,0,201,157,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
BOITE ALEXANDRE,7,Ilca 7,21.0,G,35,0,197,158,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
DUKIC MILIVOJ,7,Ilca 7,7.0,G,36,0,203,165,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
CITAK YIGIT YALCIN,7,Ilca 7,19.0,G,37,0,216,172,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
SARAVANAN VISHNU,7,Ilca 7,16.0,G,38,0,216,172,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
COCCOLUTO GIORGETTI G,7,Ilca 7,3.0,G,39,0,213,175,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
BOUGIOURIS ADONIS,7,Ilca 7,4.0,G,40,0,226,185,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
ZELKO ZAN LUKA,7,Ilca 7,15.0,G,41,0,228,186,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
PERONI DIMITRI,7,Ilca 7,24.0,G,42,0,227,188,Semaine Olympique Francaise De Voile 2022,"Ra. 6
1",0
